户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,学校,总价,单价
3室2厅 ,117平米,南,低层,简装修,2010年,有 ,商品房,普通住宅,,板楼,长沙县,0,91,7778元/平米
3室2厅 ,117平米,南,低层,简装修,2005年,无 ,商品房,普通住宅,,板楼,长沙县,0,96.8,8274元/平米
3室2厅 ,117平米,南,中层,精装修,2012年,有 ,个人产权,普通住宅,平层,板楼,天心,0,154,13163元/平米
3室2厅 ,117平米,南,高层,毛坯,2020年,无 ,商品房(免税),普通住宅,平层,板楼,望城,1,130,11112元/平米
3室2厅 ,117平米,南,高层,精装修,2004年,有 ,商品房,普通住宅,平层,板楼,岳麓,0,275,23505元/平米
3室2厅 ,117平米,南,中层,精装修,2006年,有 ,商品房,普通住宅,平层,板楼,望城,0,138,11795元/平米
3室2厅 ,117平米,南,中层,毛坯,2018年,无 ,个人产权,普通住宅,平层,板楼,芙蓉,0,136,11624元/平米
3室2厅 ,117平米,南,中层,豪华装修,2020年,有 ,商品房,普通住宅,平层,,长沙县,1,122.8,10496元/平米
3室2厅 ,117平米,南,高层,精装修,2020年,有 ,商品房,普通住宅,平层,板楼,望城,0,135,11539元/平米
3室2厅 ,117平米,南,中层,毛坯,2015年,有 ,个人产权,普通住宅,平层,板楼,望城,0,130,11112元/平米
3室2厅 ,117平米,南,低层,暂无,,无 ,个人产权,普通住宅,平层,板楼,望城,1,103,8804元/平米
3室2厅 ,117平米,南,低楼层,暂无,,,,,,,望城,1,118,10086元/平米
3室2厅 ,117平米,南,中层,精装修,2014年,无 ,商品房,普通住宅,平层,板楼,开福,0,120,10257元/平米
3室2厅 ,117平米,南,高楼层,暂无,,,,,,,天心,0,140,11966元/平米
3室2厅 ,117平米,南,中层,精装修,2015年,有 ,商品房,,,板楼,岳麓,0,200,17095元/平米
3室2厅 ,117平米,南,高楼层,暂无,,,,,,,长沙县,0,110,9402元/平米
3室2厅 ,117平米,南,中层,精装修,2008年,有 ,个人产权,普通住宅,平层,,天心,1,93.8,8018元/平米
3室2厅 ,117平米,南,中楼层,暂无,,,,,,,望城,1,91,7778元/平米
3室2厅 ,118.03平米,南,高层,简装修,2004年,有 ,商品房,,,板楼,岳麓,1,165,13980元/平米
3室2厅 ,118.06平米,南,高层,精装修,2003年,无 ,个人产权,普通住宅,平层,钢混,岳麓,0,116.8,9894元/平米
3室2厅 ,118.09平米,南,高层,毛坯,2017年,有 ,个人产权,普通住宅,平层,塔板结合,开福,0,118,9993元/平米
3室2厅 ,118.11平米,南,高层,精装修,2000年,有 ,商品房,普通住宅,,板楼,天心,1,125,10584元/平米
3室2厅 ,118.12平米,南,低层,精装修,2003年,无 ,个人产权,普通住宅,平层,板楼,岳麓,0,208,17610元/平米
3室2厅 ,118.12平米,南,低楼层,暂无,,,,,,,开福,1,86,7281元/平米
3室2厅 ,118.14平米,南,低楼层,暂无,,,,,,,岳麓,0,90,7619元/平米
3室2厅 ,118.14平米,南,高楼层,暂无,,,,,,,开福,0,145,12274元/平米
3室2厅 ,118.15平米,南,高楼层,暂无,,,,,,,岳麓,1,126,10665元/平米
3室2厅 ,118.17平米,南,高层,简装修,2004年,有 ,商品房,普通住宅,平层,钢混,岳麓,1,160,13540元/平米
3室2厅 ,118.18平米,南,高层,简装修,,无 ,个人产权,普通住宅,平层,砖混,岳麓,1,119,10070元/平米
3室2厅 ,118.18平米,南,中层,精装修,2017年,有 ,个人产权,普通住宅,平层,塔板结合,雨花,1,87.8,7430元/平米
3室2厅 ,118.18平米,南,高楼层,暂无,,,,,,,雨花,1,99.8,8445元/平米
3室2厅 ,118.19平米,东南,高层,中装修,2004年,无 ,个人产权,普通住宅,平层,板楼,芙蓉,0,120.1,10162元/平米
3室2厅 ,118.1平米,南,中层,精装修,2000年,无 ,商品房,普通住宅,平层,板楼,岳麓,0,106,8976元/平米
3室2厅 ,118.1平米,南,低层,简装修,2012年,有 ,商品房,普通住宅,,板楼,岳麓,0,106,8976元/平米
3室2厅 ,118.1平米,南,中层,精装修,2008年,有 ,商品房(免税),普通住宅,平层,板楼,芙蓉,1,92,7791元/平米
3室2厅 ,118.21平米,南,低层,毛坯,2017年,有 ,个人产权,普通住宅,平层,,开福,0,135,11421元/平米
3室2厅 ,118.22平米,南,高层,精装修,2021年,有 ,个人产权,普通住宅,平层,板楼,岳麓,0,170,14380元/平米
3室2厅 ,118.22平米,南,中层,暂无,,无 ,商品房,,,,岳麓,1,170,14380元/平米
3室2厅 ,118.23平米,南,低层,毛坯,2016年,有 ,商品房,普通住宅,,板楼,望城,0,115,9727元/平米
3室2厅 ,118.24平米,南,低楼层,暂无,,,,,,,开福,1,100,8458元/平米
3室2厅 ,118.28平米,东南,低层,精装修,2005年,有 ,商品房,普通住宅,,板楼,岳麓,0,245,20714元/平米
3室2厅 ,118.31平米,南,高层,精装修,2007年,有 ,商品房,普通住宅,平层,钢混,天心,1,172,14539元/平米
3室2厅 ,118.32平米,南,低楼层,暂无,,,,,,,天心,0,125,10565元/平米
3室2厅 ,118.32平米,南,高层,中装修,2015年,有 ,个人产权,普通住宅,平层,板楼,天心,0,125,10565元/平米
3室2厅 ,118.32平米,南,中层,精装修,2009年,有 ,商品房,普通住宅,,板楼,天心,0,125,10565元/平米
3室2厅 ,118.32平米,南,中层,精装修,2011年,有 ,商品房,,,板楼,天心,1,125,10565元/平米
3室2厅 ,118.34平米,南,高楼层,暂无,,,,,,,岳麓,1,189.8,16039元/平米
3室2厅 ,118.38平米,南,中层,中装修,,无 ,商品房,普通住宅,平层,钢混,芙蓉,0,123,10391元/平米
3室2厅 ,118.3平米,南,中层,简装修,2016年,有 ,商品房,普通住宅,平层,板楼,岳麓,0,118,9975元/平米
3室2厅 ,118.44平米,南,低层,毛坯,2014年,无 ,个人产权,普通住宅,平层,板楼,天心,0,78,6586元/平米
3室2厅 ,118.44平米,南,低楼层,暂无,,,,,,,天心,0,78,6586元/平米
3室2厅 ,118.44平米,南,高层,精装修,2006年,无 ,个人产权,普通住宅,平层,平房,岳麓,0,180,15198元/平米
3室2厅 ,118.48平米,南,高层,简装修,2004年,有 ,商品房,普通住宅,,板楼,天心,1,124.8,10534元/平米
3室2厅 ,118.48平米,南,中层,简装修,2002年,无 ,商品房,普通住宅,平层,钢混,芙蓉,0,110,9285元/平米
3室2厅 ,118.4平米,南,中层,简装修,2015年,有 ,商品房,普通住宅,平层,塔板结合,天心,1,147.8,12484元/平米
3室2厅 ,118.4平米,南,低层,中装修,2006年,有 ,个人产权,普通住宅,平层,,天心,0,147.8,12484元/平米
3室2厅 ,118.51平米,南,中层,简装修,2003年,无 ,商品房,,,板楼,岳麓,0,185,15611元/平米
3室2厅 ,118.57平米,南,中层,精装修,2012年,无 ,商品房,普通住宅,,板楼,雨花,0,145,12230元/平米
3室2厅 ,118.62平米,北,高层,精装修,2012年,有 ,商品房,普通住宅,,板楼,雨花,1,118.6,9999元/平米
3室2厅 ,118.62平米,南,高层,简装修,2020年,有 ,商品房,普通住宅,平层,板楼,雨花,1,129,10876元/平米
3室2厅 ,118.63平米,东,低楼层,暂无,,,,,,,雨花,0,175,14752元/平米
3室2厅 ,118.63平米,南,低楼层,暂无,,,,,,,雨花,1,160,13488元/平米
3室2厅 ,118.64平米,南,低层,精装修,1995年,无 ,个人产权,普通住宅,平层,砖混,岳麓,0,183,15425元/平米
3室2厅 ,118.67平米,北,低层,简装修,2005年,有 ,商品房,普通住宅,,板楼,长沙县,0,108,9101元/平米
3室2厅 ,118.67平米,北,高层,中装修,2000年,无 ,房改房,普通住宅,平层,,长沙县,0,108,9101元/平米
3室2厅 ,118.69平米,南,中楼层,暂无,,,,,,,雨花,1,79,6656元/平米
3室2厅 ,118.6平米,东南,高层,简装修,2002年,无 ,商品房,普通住宅,,板楼,天心,0,110,9275元/平米
3室2厅 ,118.75平米,南,高层,简装修,2005年,无 ,商品房,普通住宅,平层,钢混,岳麓,1,146.8,12363元/平米
3室2厅 ,118.76平米,南,中层,中装修,2000年,无 ,商品房,,平层,,天心,1,90,7579元/平米
3室2厅 ,118.76平米,南,中楼层,暂无,,,,,,,岳麓,0,152,12799元/平米
3室2厅 ,118.76平米,南,低层,简装修,,有 ,个人产权,普通住宅,平层,板楼,天心,0,144.8,12193元/平米
3室2厅 ,118.76平米,西南,中层,简装修,2003年,无 ,个人产权,普通住宅,平层,钢混,岳麓,1,138,11621元/平米
3室2厅 ,118.7平米,北,中层,精装修,2005年,有 ,商品房,普通住宅,平层,板楼,长沙县,0,100,8425元/平米
3室2厅 ,118.7平米,南,中楼层,暂无,,,,,,,岳麓,0,113,9520元/平米
3室2厅 ,118.7平米,南,高楼层,暂无,,,,,,,望城,1,95,8004元/平米
3室2厅 ,118.7平米,南,中楼层,暂无,,,,,,,天心,0,85,7161元/平米
3室2厅 ,118.7平米,南,低层,中装修,2006年,有 ,个人产权,普通住宅,平层,钢混,天心,0,85,7161元/平米
3室2厅 ,118.7平米,南,高层,简装修,2002年,有 ,个人产权,普通住宅,平层,板楼,开福,0,100,8425元/平米
3室2厅 ,118.82平米,南,低楼层,暂无,,,,,,,望城,0,88.5,7449元/平米
3室2厅 ,118.87平米,南,中层,毛坯,2015年,有 ,个人产权,普通住宅,平层,板楼,开福,0,148,12449元/平米
3室2厅 ,118.92平米,北,低层,精装修,2008年,有 ,个人产权,普通住宅,平层,板楼,开福,0,148,12446元/平米
3室2厅 ,118.94平米,南,高层,简装修,2005年,无 ,商品房,普通住宅,平层,板楼,岳麓,0,163.8,13772元/平米
3室2厅 ,118.96平米,南,高层,简装修,2010年,有 ,商品房,普通住宅,平层,板楼,雨花,0,155,13030元/平米
3室2厅 ,118.96平米,南,高楼层,暂无,,,,,,,天心,1,132,11097元/平米
3室2厅 ,118.97平米,南,高层,简装修,2002年,无 ,个人产权,普通住宅,平层,板楼,雨花,1,123.7,10398元/平米
3室2厅 ,118.97平米,南,低层,简装修,2005年,无 ,房改房,普通住宅,平层,,雨花,1,123.7,10398元/平米
3室2厅 ,118.99平米,南,高层,中装修,2000年,无 ,商品房,普通住宅,平层,,芙蓉,0,115,9665元/平米
3室2厅 ,118.9平米,南,高层,简装修,2009年,无 ,普通商品房,普通住宅,平层,板楼,雨花,1,108,9084元/平米
3室2厅 ,118.9平米,南,高层,精装修,2012年,有 ,个人产权,普通住宅,平层,板楼,雨花,1,108,9084元/平米
3室2厅 ,118平米,东南,中层,精装修,2004年,有 ,个人产权,普通住宅,平层,板楼,开福,1,138,11695元/平米
3室2厅 ,118平米,东南,高层,精装修,2008年,无 ,个人产权,普通住宅,平层,砖混,开福,1,98,8306元/平米
3室2厅 ,118平米,东南,低层,豪华装修,2017年,有 ,个人产权,普通住宅,平层,塔板结合,开福,1,98,8306元/平米
3室2厅 ,118平米,东南,高层,简装修,2008年,有 ,商品房,,,板楼,长沙县,0,84.8,7187元/平米
3室2厅 ,118平米,南,低层,精装修,2002年,有 ,商品房,普通住宅,平层,平房,芙蓉,1,109.8,9306元/平米
3室2厅 ,118平米,南,高楼层,暂无,,,,,,,望城,0,104,8814元/平米
3室2厅 ,118平米,南,低层,简装修,2004年,有 ,商品房,普通住宅,平层,板楼,长沙县,0,91.8,7780元/平米
3室2厅 ,118平米,南,低层,简装修,2008年,有 ,个人产权,普通住宅,平层,塔楼,岳麓,0,160,13560元/平米
3室2厅 ,118平米,南,低层,精装修,2003年,无 ,个人产权,普通住宅,平层,砖混,长沙县,1,86,7289元/平米
3室2厅 ,118平米,南,低层,毛坯,2000年,有 ,商品房,普通住宅,,板楼,芙蓉,0,142,12034元/平米
3室2厅 ,118平米,南,中层,毛坯,,有 ,商品房,普通住宅,平层,,岳麓,0,112,9492元/平米
3室2厅 ,118平米,南,低层,精装修,2003年,无 ,商品房,普通住宅,平层,钢混,芙蓉,0,86.8,7356元/平米
3室2厅 ,118平米,南,高楼层,暂无,,,,,,,芙蓉,0,115,9746元/平米
3室2厅 ,118平米,南,中层,简装修,1998年,无 ,个人产权,普通住宅,开间,板楼,芙蓉,0,139,11780元/平米
3室2厅 ,118平米,南,中楼层,暂无,,,,,,,岳麓,0,225,19068元/平米
3室2厅 ,118平米,南,中层,精装修,2003年,有 ,商品房,普通住宅,,板楼,望城,0,148,12543元/平米
3室2厅 ,118平米,南,中层,简装修,2012年,有 ,个人产权,普通住宅,平层,板楼,望城,1,148,12543元/平米
3室2厅 ,118平米,南,高层,毛坯,2016年,有 ,商品房,普通住宅,平层,钢混,岳麓,0,252,21356元/平米
3室2厅 ,118平米,南,中层,简装修,2015年,有 ,商品房,普通住宅,平层,塔板结合,望城,0,107,9068元/平米
3室2厅 ,118平米,南,高层,精装修,2015年,有 ,商品房,普通住宅,平层,塔板结合,岳麓,1,98.8,8373元/平米
3室2厅 ,118平米,南,中层,精装修,2017年,无 ,商品房,普通住宅,平层,板楼,天心,0,160,13560元/平米
3室2厅 ,118平米,南,高层,精装修,2004年,无 ,商品房,,,板楼,长沙县,0,82.8,7017元/平米
3室2厅 ,118平米,南,中层,简装修,2004年,有 ,个人产权,普通住宅,平层,板楼,芙蓉,0,89.9,7619元/平米
3室2厅 ,118平米,南,低层,简装修,1995年,无 ,商品房,普通住宅,平层,砖混,芙蓉,1,89.9,7619元/平米
3室2厅 ,118平米,南,低层,精装修,2010年,有 ,商品房,,,板楼,岳麓,0,120,10170元/平米
3室2厅 ,118平米,南,中层,精装修,2020年,有 ,个人产权,普通住宅,平层,板楼,岳麓,0,108,9153元/平米
3室2厅 ,118平米,南,高层,中装修,2002年,有 ,个人产权,普通住宅,平层,钢混,雨花,0,135,11441元/平米
3室2厅 ,118平米,南,中层,毛坯,2013年,有 ,商品房,普通住宅,平层,板楼,雨花,1,135,11441元/平米
3室2厅 ,118平米,南,低层,中装修,2007年,有 ,个人产权,普通住宅,平层,板楼,雨花,1,152,12882元/平米
3室2厅 ,118平米,南,低楼层,暂无,,,,,,,望城,1,138.9,11770元/平米
3室2厅 ,118平米,南,高楼层,暂无,,,,,,,望城,0,138.9,11770元/平米
3室2厅 ,118平米,南,低层,中装修,2000年,无 ,个人产权,普通住宅,平层,钢混,长沙县,1,61.5,5212元/平米
3室2厅 ,118平米,南,中楼层,暂无,,,,,,,雨花,0,170,14407元/平米
3室2厅 ,118平米,南,中层,精装修,2004年,无 ,个人产权,普通住宅,平层,板楼,岳麓,1,98,8306元/平米
3室2厅 ,118平米,南,中层,精装修,2006年,有 ,个人产权,普通住宅,平层,钢混,望城,1,119,10085元/平米
3室2厅 ,118平米,南,高层,简装修,2000年,有 ,商品房,普通住宅,,板楼,天心,1,80,6780元/平米
3室2厅 ,118平米,南,中楼层,暂无,,,,,,,天心,0,80,6780元/平米
3室2厅 ,118平米,南,高层,精装修,2000年,有 ,个人产权,普通住宅,平层,板楼,天心,0,80,6780元/平米
3室2厅 ,118平米,南,高层,中装修,2006年,有 ,个人产权,普通住宅,平层,板楼,天心,1,80,6780元/平米
3室2厅 ,118平米,南,低层,毛坯,2020年,有 ,商品房,普通住宅,平层,钢混,天心,1,159,13475元/平米
3室2厅 ,118平米,南,中楼层,暂无,,,,,,,岳麓,0,103,8729元/平米
3室2厅 ,118平米,南,高层,毛坯,2015年,有 ,经济适用房,普通住宅,平层,,长沙县,0,98.8,8373元/平米
3室2厅 ,118平米,南,中层,毛坯,2012年,有 ,商品房,普通住宅,平层,板楼,岳麓,1,98.8,8373元/平米
3室2厅 ,118平米,南,中层,精装修,2008年,有 ,商品房,普通住宅,,板楼,长沙县,0,107,9068元/平米
3室2厅 ,118平米,南,低层,精装修,2009年,无 ,商品房,,,板楼,岳麓,0,350,29662元/平米
3室2厅 ,118平米,南,中层,精装修,2012年,有 ,商品房,普通住宅,,板楼,望城,0,130,11017元/平米
3室2厅 ,118平米,南,低层,简装修,2005年,有 ,商品房,普通住宅,,板楼,天心,0,110.8,9389元/平米
3室2厅 ,118平米,南,低层,简装修,2016年,,,,,,岳麓,1,185,15678元/平米
3室2厅 ,118平米,南,中楼层,暂无,,,,,,,岳麓,1,160,13560元/平米
3室2厅 ,118平米,南,中楼层,暂无,,,,,,,雨花,0,134,11356元/平米
3室2厅 ,118平米,南,低层,暂无,1999年,无 ,个人产权,普通住宅,,,雨花,0,102,8645元/平米
3室2厅 ,118平米,南,高层,精装修,2012年,有 ,商品房,,,板楼,岳麓,1,116,9831元/平米
3室2厅 ,118平米,南,中层,精装修,2017年,有 ,个人产权,普通住宅,平层,钢混,望城,1,88,7458元/平米
3室2厅 ,118平米,南,中层,精装修,2015年,有 ,商品房,普通住宅,平层,,望城,1,88,7458元/平米
3室2厅 ,118平米,南,中层,毛坯,2017年,有 ,个人产权,普通住宅,平层,板楼,长沙县,0,91.8,7780元/平米
3室2厅 ,118平米,南,中层,中装修,2003年,无 ,个人产权,普通住宅,平层,钢混,雨花,1,108,9153元/平米
3室2厅 ,118平米,南,中楼层,暂无,,,,,,,雨花,0,108,9153元/平米
3室2厅 ,119.02平米,南,中层,精装修,2011年,有 ,个人产权,普通住宅,平层,板楼,芙蓉,0,108,9075元/平米
3室2厅 ,119.02平米,南,中层,中装修,2005年,无 ,个人产权,普通住宅,平层,钢混,芙蓉,1,108,9075元/平米
3室2厅 ,119.05平米,南,低层,简装修,,无 ,个人产权,普通住宅,平层,塔楼,开福,0,116,9744元/平米
3室2厅 ,119.07平米,南,中层,精装修,2008年,有 ,个人产权,普通住宅,平层,塔楼,天心,1,87.8,7374元/平米
3室2厅 ,119.11平米,南,高层,精装修,2000年,无 ,商品房,普通住宅,平层,,天心,1,131,10999元/平米
3室2厅 ,119.11平米,南,中层,精装修,2008年,无 ,商品房(免税),普通住宅,平层,板楼,天心,0,131,10999元/平米
3室2厅 ,119.12平米,南,高层,精装修,1998年,无 ,个人产权,普通住宅,平层,板楼,雨花,1,140,11753元/平米
3室2厅 ,119.13平米,南,低楼层,暂无,,,,,,,雨花,1,95,7975元/平米
3室2厅 ,119.13平米,南,高层,精装修,2010年,有 ,商品房,,,板楼,长沙县,1,85.8,7203元/平米
3室2厅 ,119.15平米,东南,高层,精装修,2012年,有 ,商品房,普通住宅,,板楼,宁乡,1,84.5,7092元/平米
3室2厅 ,119.16平米,南,中层,毛坯,2010年,无 ,个人产权,普通住宅,平层,钢混,芙蓉,1,109.6,9198元/平米
3室2厅 ,119.1平米,东,低楼层,暂无,,,,,,,岳麓,0,135,11336元/平米
3室2厅 ,119.1平米,南,中层,暂无,,无 ,商品房,普通住宅,,塔楼,雨花,1,97,8145元/平米
3室2厅 ,119.1平米,南,中层,精装修,2009年,有 ,商品房(免税),普通住宅,平层,板楼,岳麓,0,172,14442元/平米
3室2厅 ,119.21平米,南,中层,精装修,2012年,有 ,商品房,普通住宅,平层,板楼,开福,1,127,10654元/平米
3室2厅 ,119.21平米,南,中楼层,暂无,,,,,,,岳麓,0,90,7550元/平米
3室2厅 ,119.21平米,南,中层,精装修,2010年,无 ,个人产权,普通住宅,平层,板楼,岳麓,0,90,7550元/平米
3室2厅 ,119.23平米,南,中层,简装修,2005年,有 ,商品房,,,板楼,开福,1,95,7968元/平米
3室2厅 ,119.23平米,南,高层,中装修,,无 ,个人产权,普通住宅,平层,钢混,雨花,1,90,7549元/平米
3室2厅 ,119.25平米,南,中层,精装修,2004年,有 ,商品房,普通住宅,平层,板楼,长沙县,1,115,9644元/平米
3室2厅 ,119.25平米,南,高层,精装修,2006年,有 ,个人产权,普通住宅,平层,板楼,长沙县,1,115,9644元/平米
3室2厅 ,119.28平米,南,中层,简装修,2000年,有 ,个人产权,普通住宅,平层,钢混,长沙县,0,101.3,8493元/平米
3室2厅 ,119.2平米,南,中层,暂无,2014年,无 ,商品房,普通住宅,平层,板楼,开福,0,146,12249元/平米
3室2厅 ,119.31平米,南,低楼层,暂无,,,,,,,开福,0,153,12824元/平米
3室2厅 ,119.31平米,南,高楼层,暂无,,,,,,,开福,1,153,12824元/平米
3室2厅 ,119.32平米,南,高层,精装修,,有 ,个人产权,普通住宅,平层,钢混,开福,1,113,9471元/平米
3室2厅 ,119.32平米,南,中层,精装修,2020年,有 ,商品房,普通住宅,,板楼,开福,1,99.8,8365元/平米
